Z-Disp (V),Z-Load (V),Time (s),Z-Amp (V),Z-Pha (Dg),Z-Excite,X-Disp (V),X-Load (V),Y-Disp (V),Y-Load (V),X-Amp (V),X-Pha (Dg),X-Exc (V),Y-Amp (V),Y-Pha (Dg),Y-Exc (V)
41294.9883003,44.8006224632,6378.315,1.055E-5,161.7,0,41285.5832945,44.9447870255,41285.9722493,44.8467514515,.0003654,-48.13,11910,5.55E-6,130.82,0
41294.9891431,44.8004045486,6378.79,1.36E-5,89.79,0,41285.5831419,44.9447870255,41285.972218,44.8467514515,.0003401,-40.43,13843,4.15E-6,150.29,0
41294.9899339,44.8001871109,6379.265,1.14E-5,152.6,0,41285.5825566,44.9447870255,41285.9726158,44.8467514515,.0005856,-62.71,14378,2.25E-6,58.72,0
41294.9908052,44.7999722958,6379.735,7.1E-6,60.03,0,41285.5819504,44.9447870255,41285.9726564,44.8467514515,.0004507,-46.08,15231,1.04E-5,106.71,0
41294.9915738,44.799754858,6380.205,2.42E-5,77.01,0,41285.5819162,44.9447870255,41285.972708,44.8467514515,.0003972,-41.72,16732,1.5E-5,86.67,0
41294.992352,44.7995394468,6380.675,7.1E-6,-73.5,0,41285.5812811,44.9447870255,41285.9729146,44.8467514515,.0005128,-51.28,17458,2.75E-6,16.65,0
41294.9931442,44.7993221283,6381.155,1.015E-5,-100.2,0,41285.5809262,44.9447870255,41285.9728436,44.8467514515,.0004139,-39.61,18941,1.86E-5,-79.95,0
41294.9939095,44.7991024256,6381.625,1.21E-5,31.95,0,41285.5808072,44.9447870255,41285.9729601,44.8467514515,.0005171,-51.69,20100,3.11E-5,70.99,0
41294.9946877,44.7988897562,6382.095,1.29E-5,79.65,0,41285.5800151,44.9447870255,41285.9731395,44.8467514515,.0005014,-46.68,20559,1.9E-5,50.65,0
41294.9954482,44.7986744642,6382.56,3.205E-5,90.35,0,41285.5799017,44.9447870255,41285.9731761,44.8467514515,.0004332,-40.77,22094,1.405E-5,142.52,0
41294.9961324,44.7984591722,6383.03,5.25E-6,-.82,0,41285.579649,44.9447870255,41285.9731664,44.8467514515,.0004528,-39.18,23640,2.935E-5,125.28,0
41294.9968431,44.7982441187,6383.505,1.205E-5,88.34,0,41285.5794301,44.9447870255,41285.9733409,44.8467514515,.0005947,-57.27,24404,2.16E-5,-83.57,0
41294.9976244,44.7980264425,6383.975,1.025E-5,87.08,0,41285.5782256,44.9447870255,41285.9735274,44.8467514515,.0005831,-45.85,24488,1.E-6,50.91,0

41294.9979285,44.7979867458,6384.45,7.35E-6,62.92,0,41285.5781129,44.9447870255,41285.9733994,44.8467514515,.0005226,-37.79,25338,6.E-6,33.3,0
41294.9981645,44.7979867458,6386.46,1.265E-5,-147,0,41285.5782106,44.9447870255,41285.973006,44.8467514515,1.5E-5,-45,25508,1.5E-5,-132.23,0
41294.9984401,44.7979867458,6388.385,1.585E-5,-164.57,0,41285.5782106,44.9447870255,41285.9727974,44.8467514515,1.5E-5,-45,21869,9.15E-6,-118.32,0

41295.001889,44.7979867458,6390.305,2.E-6,28.11,0,41285.5668794,44.9447870255,41285.9709274,44.8467514515,1.5E-5,-45,18830,1.04E-5,97.02,0
41295.0019156,44.7980160713,6390.74,3.75E-6,-106,0,41285.5668443,44.9447870255,41285.9707893,44.8467514515,1.5E-5,-45,12828,7.7E-6,-173.89,0
41295.0014824,44.7982283831,6391.205,1.575E-5,134.42,0,41285.5669176,44.9447870255,41285.9706769,44.8467514515,1.5E-5,-45,8056,2.28E-5,170.35,0
41295.0009634,44.7984455824,6391.675,6.3E-6,-32.12,0,41285.5668004,44.9447870255,41285.9705893,44.8467514515,1.5E-5,-1.81,5044,1.285E-5,163.72,0
41295.0004771,44.7986611128,6392.145,1.07E-5,-72.16,0,41285.5669432,44.9447870255,41285.9705171,44.8467514515,1.5E-5,-34.86,3176,5.75E-6,-32.24,0
41294.9999225,44.7988759279,6392.615,1.495E-5,-167.34,0,41285.5669203,44.9447870255,41285.9703929,44.8467514515,1.16855E-5,1.32,2107,6.6E-6,171.72,0
41294.9994099,44.7990927696,6393.09,5.75E-6,41.32,0,41285.5669853,44.9447870255,41285.9702722,44.8467514515,1.3138E-5,-118.52,1411,4.1E-6,82.36,0
41294.9988383,44.7993062735,6393.555,7.9E-6,-134.87,0,41285.5670363,44.9447870255,41285.9701195,44.8467514515,1.5E-5,-68.56,879,1.4E-5,-116.42,0
41294.9982784,44.7995141745,6394.01,2.08E-5,81.45,0,41285.567226,44.9447870255,41285.9699496,44.8467514515,9.5635E-6,-84.22,664,1.81E-5,133.99,0
41294.9976997,44.7997312546,6394.485,1.E-5,-135.51,0,41285.5673833,44.9447870255,41285.9697446,44.8467514515,9.9365E-6,25.4,383,2.4E-6,59.54,0
41294.9970087,44.799947381,6394.955,2.54E-5,-109.84,0,41285.5682712,44.9447870255,41285.9694992,44.8467514515,1.5E-5,-40.41,160,2.265E-5,-84.95,0
41294.996382,44.8001570702,6395.41,1.32E-5,-170.54,0,41285.5695128,44.9447870255,41285.9693124,44.8467514515,1.5E-5,-52.57,104,1.255E-5,-172.92,0
41294.9957584,44.8003525734,6395.835,1.7E-6,38.53,0,41285.5706213,44.9447870255,41285.9691612,44.8467514515,1.5E-5,32.15,70,5.15E-6,-111.85,0
41294.9951195,44.8005486727,6396.265,1.17E-5,-112.89,0,41285.5716501,44.9447870255,41285.9690622,44.8467514515,6.573E-6,34.54,64,1.08E-5,-151.31,0
41294.9944357,44.800747633,6396.7,1.01E-5,111.35,0,41285.5725758,44.9447870255,41285.9689381,44.8467514515,1.49095E-5,-123.73,12,1.645E-5,148.41,0

41294.9937303,44.8009183407,6397.135,1.71E-5,-105.68,0,41285.5739542,44.9447870255,41285.9689865,44.8467514515,1.5E-5,42.22,10,1.07E-5,-2.81,0
41294.9937181,44.8009183407,6399.09,1.99E-5,-12.97,0,41285.5744936,44.9447870255,41285.968759,44.8467514515,1.1245E-5,32.57,10,1.525E-5,-14.72,0
41294.9938899,44.8009183407,6401.01,1.285E-5,-39.25,0,41285.5745506,44.9447870255,41285.9684341,44.8467514515,1.5E-5,110.5,10,1.675E-5,-16.43,0

41294.9939687,44.8009183407,6402.935,2.7E-5,91.33,0,41285.5747836,44.9447870255,41285.968287,44.8467514515,5.1305E-6,-165.04,10,2.165E-5,70.83,0
41294.9939191,44.8009477854,6403.36,4.4E-6,119.58,0,41285.5749527,44.9447870255,41285.9680731,44.8467514515,1.5E-5,-129.03,10,8.3E-6,66.67,0
41294.9933505,44.8011409044,6403.785,1.55E-5,-54.19,0,41285.5759874,44.9447870255,41285.9682101,44.8467514515,1.1614E-5,117.62,10,1.1E-5,-57.79,0
41294.9925607,44.801335454,6404.2,1.23E-5,71.72,0,41285.5775389,44.9447870255,41285.9683743,44.8467514515,2.3265E-6,147.7,10,1.26E-5,117.38,0
41294.991823,44.801525712,6404.62,9.5E-6,-95.11,0,41285.5791074,44.9447870255,41285.9684056,44.8467514515,9.047E-6,-66.55,10,9.85E-6,158.18,0
41294.9909734,44.8017175198,6405.035,1.6E-5,-124.83,0,41285.5809473,44.9447870255,41285.9684802,44.8467514515,7.6175E-6,91.48,10,1.64E-5,-101.67,0
41294.9901459,44.8019082546,6405.455,2.285E-5,158.87,0,41285.5825735,44.9447870255,41285.968519,44.8467514515,3.2455E-6,-139.15,10,2.355E-5,164.37,0
41294.9893056,44.80210042,6405.875,2.6E-6,-5.98,0,41285.5840965,44.9447870255,41285.9687196,44.8467514515,1.0594E-5,-84.96,10,9.4E-6,-124.91,0
41294.9884175,44.8022968769,6406.305,2.24E-5,48.88,0,41285.585237,44.9447870255,41285.9691594,44.8467514515,1.5E-5,-82.71,10,3.615E-5,63.6,0
41294.9873767,44.8024897575,6406.725,1.24E-5,-133.94,0,41285.5864146,44.9447870255,41285.9703246,44.8467514515,1.5E-5,114.03,10,3.805E-5,-134.92,0
41294.9861021,44.8026850224,6407.145,4.275E-5,155.82,0,41285.5875313,44.9447870255,41285.972635,44.8467514515,1.5E-5,-99.87,10,4.955E-5,34.32,0
41294.9685738,44.8028813601,6407.575,4.81E-5,-82.42,0,41285.590193,44.9447870255,41285.9760181,44.8467514515,1.5E-5,45,10,3.65E-5,-38.33,0
41294.9394368,44.8030753136,6408,4.585E-5,-22.23,0,41285.5930669,44.9447870255,41285.9793419,44.8467514515,1.5E-5,154.8,10,3.045E-5,100.98,0
41294.9099333,44.8032705784,6408.425,1.205E-5,-89.41,0,41285.5960823,44.9447870255,41285.9826695,44.8467514515,1.5E-5,-45,10,4.975E-5,81.16,0
